ID,dim,fcn_name,fcn_index,init_sigma,init_loc0,init_loc1,init_loc2,init_loc3,init_loc4,init_loc5,init_loc6,init_loc7,init_loc8,init_loc9
0,10,BentCigar,12,0.5590175430655198,-0.5004540607254938,1.2929911288041962,0.11710183510547013,-0.7493770616445065,-1.0724740933705417,-0.3406865247055376,0.31989661388130497,-1.0286236317300073,-1.1613866707132559,1.3612987414472566
1,10,Discus,11,0.8987678813712899,-1.76443834226113,1.6821493736936461,-0.6850167750211831,0.8804860265356202,0.007719284401001738,-1.111268136311391,0.9441198866431864,0.15787740253858268,0.8198472554375288,-1.261658951061607
2,10,Ellipsoid,2,0.13941349798616542,1.1580631793020775,1.1437704158797475,0.5301907509932499,-0.8769421574124651,0.23354991487514953,-0.32012028226164135,-0.1830183283496248,-0.2993462076790317,0.9061552845366964,1.5763483741231519
3,10,Katsuura,23,0.5213740567793975,-0.6263653351506594,-0.7310493893933275,-0.5523834088604689,1.0269342359168774,0.9614792178010261,0.39401334373618263,0.21686678975910964,-1.1383399057884014,-0.6296851915713275,-0.38808487375145473
4,10,Rastrigin,15,0.06640511487640166,-0.8076094589136785,-2.138945583110895,-0.43214092400317927,2.0560310179789822,-0.8464668968055832,2.088715128683159,-0.28022894814181426,0.6057499096933724,0.9006722737218205,0.20213598935071123
5,10,Rosenbrock,8,0.017405431794762505,1.010330568009029,-0.9007335273014896,0.21002310771304208,1.514231153096464,1.20678930277594,0.9331248284187955,-1.4089257038020684,0.9571321219747728,-0.8607107607538572,-0.4901592650006756
6,10,Schaffers,17,0.6767684722740256,0.48082844285733345,-0.025911325226514223,-1.1519472671219873,-0.7298915111066139,-0.08986346904746101,0.6478825393410751,0.18354504527229534,0.9898676829632579,3.255820242832958,-2.283148830189765
7,10,Schwefel,20,0.4658007447794137,-0.7601565123101786,0.6984347772273592,-0.6411456654717561,-0.12026978231370862,-0.3858238203109918,-1.176376509173821,1.5237505159831388,-2.863997853832097,2.2345685905211723,0.36752234855434623
8,10,Sphere,1,0.2094804030731714,-0.389515062090512,-0.7205838560441006,-0.07367122577119098,1.3010586522099998,1.193280811065369,-1.6797133302249505,-0.7193675293347949,0.5026319211855085,1.3061988698615807,0.3795010970108735
9,10,Weierstrass,16,0.42722901967012705,0.5292554878162152,0.08178766134557683,-0.2042006882671553,0.9504417305412176,-2.912729162219402,0.9120334422447152,-0.892796839704942,0.8793546659445568,-1.9348681644397743,0.28903709970667335
10,10,BentCigar,12,0.39116516922466993,0.8198257300795826,2.2184814755661253,1.0889152002546232,-0.9600261194070434,-0.1239018209738524,0.7291730354549788,-0.9331380753914422,0.04258451577294754,0.14207271202878102,-0.15682204738747138
11,10,Discus,11,0.3094463936692001,-1.0140235190318272,-0.8963856874697533,0.7676491098237785,0.32513785624271646,-0.8340214084422324,0.13688358365546355,-0.6806307309100234,0.8016277085293524,-0.8774647381736641,1.2884875324691385
12,10,Ellipsoid,2,0.13433235853699532,-0.1955395113152466,1.4008753863192072,0.41421474329460767,0.9425335907667461,-0.3665610770629876,-0.2787592780676588,-1.2891948565800577,1.151269069636396,-0.48914177989898094,-0.40802371916155405
